45	7	5
46	14	5
46	6	2
46	17	2
46	5	3
46	4	3
47	0	1
47	17	3
47	9	1
47	11	2
47	19	5
48	6	4
48	2	5
48	7	2
48	10	1
48	1	1
49	3	5
49	20	2
49	16	3
49	9	1
49	14	2
50	4	4
50	0	5
50	3	4
50	17	3
50	7	4
51	16	4
51	18	2
51	6	2
51	11	5
51	17	4
52	13	5
52	8	1
52	2	2
52	7	4
52	6	3
53	12	5
53	18	5
53	10	3
53	9	3
53	2	5
54	14	5
54	0	2
54	3	1
54	13	4
54	11	3
55	5	4
55	13	2
55	7	1
55	3	3
55	0	3
56	2	5
56	17	2
56	12	5
56	6	1
56	11	4
57	20	1
57	16	4
57	19	2
57	11	1
57	12	4
58	4	5
58	19	3
58	0	1
58	13	3
58	20	5
59	1	1
59	15	5
59	13	4
59	10	4
59	11	1
60	14	1
60	7	2
60	4	3
60	5	4
60	8	3
61	2	5
61	11	2
61	18	3
61	1	4
61	14	2
62	3	5
62	19	5
62	14	4
62	2	4
62	6	2
63	6	3
63	5	3
63	7	5
63	12	4
63	3	5
64	3	3
64	8	1
64	12	2
64	0	4
64	6	1
65	20	2
65	18	3
65	7	5
65	9	3
65	17	1
66	5	1
66	14	4
66	6	3
66	8	1
66	0	1
67	16	3
67	9	1
67	15	5
67	7	4
67	3	5
68	4	4
68	12	3
68	17	4
68	20	2
68	5	5
69	4	5
69	7	2
69	12	3
69	19	4
69	3	1
70	17	4
70	1	5
70	5	4
70	15	3
70	20	2
71	12	4
71	17	1
71	1	5
71	6	3
71	20	5
72	5	4
72	16	1
72	7	2
72	19	1
72	9	4
73	2	2
73	5	2
73	7	3
73	10	3
73	6	4
74	18	4
74	1	4
74	16	4
74	14	5
74	10	5
75	19	2
75	8	2
75	3	2
75	12	5
75	2	5
76	5	5
76	4	3
76	0	4
76	10	2
76	9	3
77	3	5
77	20	2
77	8	4
77	4	4
77	2	4
78	19	5
78	9	1
78	15	3
78	4	1
78	12	3
79	8	2
79	9	3
79	11	1
79	19	5
79	12	5
80	8	1
80	7	5
80	2	3
80	16	2
80	11	1
81	3	3
81	2	2
81	12	5
81	10	3
81	0	4
82	0	4
82	12	4
82	9	4
82	14	4
82	15	5
83	5	2
83	15	1
83	18	5
83	6	5
83	0	3
84	20	4
84	0	2
84	11	3
84	4	4
84	8	3
85	11	1
85	0	3
85	14	5
85	5	4
85	16	3
86	7	3
86	15	1
86	16	2
86	3	3
86	9	3
87	19	2
87	11	5
87	7	3
87	10	3
87	4	2
88	4	3
88	1	5
88	2	1
88	12	2
88	9	5
89	5	3
89	15	3
89	10	2
89	7	2
89	11	2
90	7	1
90	6	3
90	20	4
90	12	2
90	0	1
91	4	2
91	12	5
91	19	3
91	3	3
91	6	4
92	14	1
92	6	3
92	4	5
92	13	4
92	5	3
93	16	4
93	20	3
93	0	1
93	5	4
93	10	3
94	3	5
94	17	5
94	14	3
94	0	1
94	2	2
95	2	4
95	5	3
95	10	4
95	4	3
95	1	4
96	16	3
96	2	5
96	14	5
96	3	2
96	10	2
97	12	3
97	18	2
97	0	5
97	3	3
97	14	3
98	6	2
98	17	2
98	0	3
98	19	5
98	2	5
99	9	1
99	19	5
99	16	1
99	14	4
99	13	3
100	14	2
100	2	3
100	19	4
100	17	3
100	4	2
101	15	2
101	20	2
101	11	5
101	5	5
101	18	5
102	8	3
102	7	1
102	0	2
102	16	2
102	2	1
103	13	5
103	14	5
103	3	4
103	6	2
103	1	1
104	1	5
104	9	2
104	17	1
104	15	4
104	13	2
105	9	1
105	19	4
105	2	5
105	1	2
105	6	4
106	11	4
106	5	1
106	13	1
106	20	2
106	8	1
107	20	3
107	4	2
107	13	5
107	11	2
107	8	4
108	2	3
108	18	3
108	20	2
108	3	2
108	9	2
109	12	5
109	1	5
109	15	1
109	20	4
109	11	2
110	1	4
110	6	1
110	4	3
110	16	1
110	18	3
111	9	2
111	0	1
111	19	1
111	7	3
111	20	5
112	14	5
112	10	1
112	7	4
112	2	1
112	6	3
113	19	3
113	1	4
113	14	2
113	3	2
113	13	3
114	2	5
114	10	2
114	9	4
114	4	2
114	5	4
115	12	2
115	8	4
115	18	5
115	16	3
115	15	5
116	16	4
116	12	3
116	15	4
116	3	4
116	18	5
117	2	4
117	1	2
117	6	2
117	8	4
117	16	1
118	8	2
118	3	2
118	6	2
118	13	3
118	19	4
119	17	4
119	13	2
119	4	1
119	12	2
119	0	2
120	3	5
120	7	1
120	11	2
120	14	2
120	18	3
121	9	5
121	0	2
121	19	1
121	3	3
121	7	3
122	11	5
122	2	2
122	7	5
122	20	3
122	13	4
123	2	4
123	13	1
123	4	3
123	15	5
123	18	5
124	12	2
124	7	1
124	19	1
124	15	3
124	5	4
125	9	3
125	8	2
125	11	4
125	10	1
125	15	1
126	5	3
126	19	1
126	7	3
126	18	4
126	9	3
127	17	3
127	19	3
127	18	3
127	11	5
127	1	2
128	20	1
128	8	5
128	15	5
128	1	5
128	3	2
129	5	3
129	2	1
129	19	4
129	7	1
129	18	4
130	16	1
130	3	4
130	5	2
130	6	1
130	14	3
131	13	3
131	14	3
131	9	1
131	11	1
131	2	5
132	4	1
132	5	5
132	20	4
132	13	1
132	11	4
133	5	3
133	18	2
133	17	1
133	15	2
133	1	2
134	20	3
134	15	1
134	17	4
134	12	1
134	1	1
135	11	2
135	13	4
135	18	1
135	19	4
135	10	4
136	19	4
136	18	2
136	5	2
136	4	4
136	15	4
137	5	5
137	7	2
137	11	1
137	1	4
137	3	2
138	12	2
138	9	4
138	2	5
138	15	4
138	11	3
139	17	5
139	6	1
139	12	4
139	0	2
139	14	2
140	7	2
140	11	4
140	2	1
140	14	4
140	3	3
141	7	3
141	4	2
141	5	3
141	6	2
141	17	5
142	17	3
142	0	5
142	1	1
142	16	2
142	11	1
143	1	5
143	6	5
143	4	1
143	18	4
143	12	5
144	10	5
144	2	5
144	7	2
144	1	5
144	0	4
145	19	3
145	7	5
145	17	2
145	4	5
145	16	4
146	7	2
146	13	3
146	1	1
146	14	3
146	3	3
147	11	3
147	14	1
147	17	5
147	4	3
147	20	5
148	6	1
148	18	2
148	3	5
148	15	4
148	12	4
149	3	5
149	8	5
149	16	1
149	7	3
149	1	3
150	12	3
150	11	1
150	13	2
150	17	5
150	2	3
151	20	1
151	3	4
151	2	1
151	19	1
151	7	5
152	4	2
152	14	2
152	19	4
152	5	4
152	8	3
153	10	5
153	12	4
153	3	1
153	7	5
153	13	5
154	19	3
154	18	5
154	13	3
154	16	4
154	11	3
155	11	5
155	15	4
155	1	5
155	5	3
155	10	3
156	20	2
156	10	3
156	0	3
156	5	3
156	16	3
157	16	4
157	5	5
157	7	5
157	6	4
157	12	4
158	15	4
158	12	3
158	8	2
158	17	3
158	14	2
159	17	4
159	1	3
159	7	1
159	19	4
159	4	4
160	3	2
160	4	2
160	0	5
160	20	3
160	1	2
161	11	5
161	12	3
161	8	1
161	1	4
161	2	4
162	12	1
162	7	4
162	4	3
162	1	2
162	6	4
163	3	4
163	9	5
163	15	5
163	7	3
163	12	2
164	4	2
164	5	3
164	17	5
164	13	3
164	10	2
165	19	4
165	12	2
165	8	5
165	15	1
165	13	3
166	6	1
166	16	2
166	17	2
166	12	1
166	18	4
167	4	1
167	17	4
167	3	3
167	19	4
167	15	3
168	5	4
168	11	5
168	3	3
168	10	4
168	6	4
169	0	2
169	5	5
169	18	3
169	2	4
169	11	3
170	15	4
170	10	3
170	0	2
170	5	2
170	7	3
171	6	1
171	4	3
171	1	3
171	2	1
171	0	4
172	10	3
172	15	4
172	5	1
172	19	5
172	3	4
173	12	1
173	7	3
173	18	5
173	15	4
173	13	1
174	5	1
174	3	2
174	14	4
174	11	3
174	0	4
175	14	4
175	3	5
175	4	4
175	18	1
175	5	5
176	13	1
176	8	4
176	16	5
176	0	2
176	19	1
177	3	2
177	13	4
177	10	5
177	18	4
177	9	5
178	19	2
178	5	2
178	11	3
178	0	3
178	6	2
179	19	1
179	0	5
179	9	4
179	2	2
179	7	4
180	16	1
180	9	5
180	8	5
180	0	5
180	7	4
181	0	1
181	3	2
181	17	3
181	14	4
181	7	2
182	8	1
182	5	4
182	11	1
182	14	1
182	19	1
183	2	3
183	14	1
183	17	2
183	19	1
183	7	3
184	5	5
184	14	5
184	0	5
184	8	3
184	20	4
185	15	3
185	1	1
185	7	4
185	13	4
185	8	4
186	5	4
186	2	4
186	17	3
186	3	4
186	10	1
187	20	5
187	19	4
187	18	3
187	5	3
187	16	3
188	4	2
188	15	1
188	16	5
188	17	2
188	19	4
189	13	1
189	8	1
189	15	4
189	20	3
189	5	4
190	2	5
190	0	1
190	5	4
190	4	5
190	17	3
191	9	1
191	2	3
191	16	5
191	17	5
191	0	5
192	12	3
192	19	4
192	4	2
192	2	3
192	5	4
193	11	5
193	5	5
193	3	5
193	15	3
193	16	2
194	1	1
194	2	2
194	9	5
194	18	5
194	3	4
195	15	1
195	7	3
195	3	4
195	16	2
195	5	2
196	11	5
196	7	3
196	0	3
196	10	5
196	20	3
197	4	4
197	10	1
197	20	5
197	16	1
197	17	2
198	0	5
198	9	5
198	17	2
198	14	1
198	5	3
199	5	3
199	0	4
199	6	5
199	7	4
199	20	1
200	1	5
200	20	3
200	6	3
200	16	3
200	10	1
201	0	3
201	16	5
201	10	2
201	9	4
201	17	5
202	5	4
202	7	3
202	19	1
202	12	2
202	15	2
203	12	5
203	3	5
203	14	3
203	7	3
203	19	1
204	16	3
204	5	5
204	20	2
204	2	5
204	8	5
205	5	2
205	4	3
205	13	1
205	8	2
205	18	4
206	10	3
206	12	3
206	17	2
206	8	4
206	0	1
207	4	2
207	10	4
207	15	2
207	11	4
207	5	1
208	18	3
208	6	2
208	4	5
208	0	2
208	20	1
209	11	2
209	17	2
209	18	3
209	6	1
209	9	2
210	5	5
210	18	3
210	7	2
210	17	5
210	0	2
211	5	1
211	13	4
211	7	3
211	1	4
211	3	2
212	14	5
212	13	5
212	6	4
212	8	3
212	15	1
213	9	4
213	20	4
213	17	3
213	7	1
213	2	4
214	10	5
214	11	2
214	0	2
214	18	4
214	14	4
215	12	1
215	14	4
215	20	2
215	9	4
215	16	3
216	3	1
216	0	5
216	4	4
216	6	4
216	16	5
217	15	2
217	3	2
217	19	5
217	1	2
217	8	1
218	0	2
218	16	1
218	19	5
218	9	4
218	6	4
219	9	1
219	14	2
219	1	4
219	11	4
219	7	1
220	14	5
220	11	3
220	5	5
220	1	4
220	4	2
221	14	4
221	5	2
221	4	2
221	8	3
221	17	5
222	15	1
222	0	3
222	2	3
222	8	4
222	18	2
223	8	3
223	18	2
223	19	1
223	6	5
223	12	4
224	9	3
224	7	1
224	10	2
224	1	3
224	4	1
225	14	4
225	1	4
225	20	3
225	10	5
225	11	2
226	7	3
226	3	5
226	0	2
226	5	1
226	12	3
227	2	2
227	19	1
227	6	5
227	9	5
227	3	3
228	6	3
228	11	2
228	0	2
228	3	3
228	15	3
229	6	1
229	20	1
229	17	2
229	8	4
229	15	4
230	15	5
230	0	2
230	3	5
230	1	4
230	4	2
231	20	3
231	5	3
231	4	4
231	15	3
231	13	5
232	1	2
232	14	5
232	3	1
232	16	3
232	12	3
233	1	4
233	5	1
233	7	4
233	2	5
233	19	4
234	7	5
234	4	5
234	0	1
234	13	3
234	19	5
235	17	4
235	9	5
235	16	5
235	20	1
235	12	4
236	7	5
236	17	3
236	8	5
236	20	4
236	11	3
237	9	5
237	0	3
237	2	3
237	14	5
237	16	3
238	6	2
238	16	3
238	3	1
238	12	3
238	13	3
239	17	2
239	11	2
239	14	3
239	13	3
239	3	3
240	4	4
240	19	4
240	14	1
240	12	4
240	2	4
241	6	5
241	20	4
241	16	5
241	9	1
241	11	1
242	4	3
242	17	3
242	6	3
242	0	3
242	9	5
243	13	2
243	6	3
243	18	3
243	11	2
243	19	1
244	14	4
244	1	2
244	19	3
244	15	3
244	12	1
245	8	3
245	16	5
245	12	5
245	7	3
245	1	3
246	7	2
246	10	2
246	14	4
246	15	5
246	18	4
247	16	3
247	0	5
247	2	5
247	20	1
247	8	3
248	17	2
248	16	1
248	3	3
248	9	1
248	5	4
249	12	2
249	18	1
249	7	3
249	4	4
249	9	3
250	2	1
250	11	4
250	1	4
250	8	3
250	19	2
251	18	2
251	12	1
251	1	5
251	8	5
251	7	5
252	3	5
252	20	4
252	9	1
252	14	4
252	16	1
253	18	3
253	11	4
253	17	1
253	9	4
253	4	4
254	13	4
254	8	4
254	0	2
254	16	5
254	2	1
255	6	3
255	17	5
255	18	3
255	19	1
255	1	3
256	8	3
256	9	1
256	20	3
256	15	1
256	17	5
257	20	2
257	18	1
257	4	3
257	10	5
257	19	4
258	17	4
258	8	3
258	7	1
258	19	4
258	10	3
259	2	2
259	7	3
259	11	3
259	14	1
259	13	2
260	11	4
260	3	4
260	8	2
260	7	3
260	16	2
261	0	3
261	9	1
261	8	3
261	1	2
261	5	5
262	8	2
262	4	1
262	9	2
262	19	1
262	20	2
263	17	5
263	10	5
263	5	4
263	12	1
263	1	1
264	6	4
264	4	5
264	18	2
264	1	2
264	9	2
265	18	1
265	7	2
265	15	4
265	14	5
265	1	1
266	6	2
266	14	4
266	8	3
266	7	4
266	11	4
267	19	5
267	10	1
267	14	3
267	17	3
267	5	2
268	12	3
268	15	4
268	7	2
268	19	5
268	10	3
269	6	2
269	12	1
269	16	3
269	11	1
269	4	3
270	8	2
270	2	5
270	5	2
270	19	5
270	3	3
271	15	1
271	0	4
271	4	2
271	7	4
271	9	4
272	10	5
272	12	2
272	6	3
272	18	1
272	8	2
273	14	3
273	19	2
273	3	4
273	18	4
273	13	1
274	9	4
274	4	5
274	20	3
274	12	5
274	7	1
275	19	1
275	16	5
275	9	5
275	18	1
275	15	4
276	17	2
276	16	2
276	19	4
276	9	3
276	8	5
277	9	1
277	11	1
277	3	4
277	0	2
277	8	4
278	14	1
278	2	2
278	3	1
278	4	2
278	9	1
279	14	1
279	8	3
279	20	5
279	13	5
279	19	2
280	16	4
280	12	5
280	2	5
280	13	2
280	8	4
281	3	1
281	1	5
281	5	4
281	17	2
281	14	2
282	13	2
282	5	2
282	14	5
282	0	5
282	1	5
283	12	4
283	17	3
283	0	2
283	3	2
283	5	4
284	18	2
284	19	5
284	3	4
284	15	1
284	11	1
285	1	1
285	19	5
285	15	1
285	11	3
285	7	2
286	19	3
286	16	2
286	11	5
286	14	1
286	15	5
287	20	2
287	4	1
287	13	3
287	14	2
287	15	4
288	15	1
288	19	3
288	5	3
288	14	1
288	2	5
289	16	1
289	17	5
289	15	1
289	18	4
289	2	2
290	9	4
290	7	2
290	19	4
290	15	2
290	14	3
291	10	1
291	5	4
291	19	5
291	14	3
291	20	4
292	14	2
292	4	3
292	20	1
292	6	2
292	9	1
293	16	5
293	20	4
293	8	4
293	18	1
293	1	3
294	19	5
294	16	4
294	3	5
294	12	3
294	15	5
295	14	5
295	12	3
295	0	3
295	15	2
295	6	4
296	9	5
296	16	2
296	1	5
296	14	3
296	4	1
297	1	2
297	17	5
297	18	5
297	12	4
297	15	3
298	3	3
298	19	1
298	4	1
298	14	1
298	1	1
299	4	2
299	3	3
299	15	3
299	0	1
299	19	4
300	20	3
300	18	2
300	4	3
300	12	1
300	3	2
301	6	3
301	3	5
301	10	1
301	9	2
301	15	4
302	14	5
302	8	2
302	4	2
302	13	3
302	5	1
303	1	2
303	17	2
303	19	1
303	15	2
303	9	2
304	4	4
304	17	1
304	0	5
304	13	2
304	19	4
305	6	3
305	4	5
305	8	3
305	18	1
305	19	3
306	14	3
306	1	1
306	6	3
306	7	1
306	19	4
307	3	3
307	16	2
307	10	3
307	9	3
307	6	1
308	10	5
308	0	2
308	1	4
308	8	5
308	2	3
309	5	5
309	13	3
309	20	1
309	11	3
309	2	2
310	18	4
310	7	4
310	5	3
310	12	5
310	0	5
311	3	4
311	17	5
311	0	3
311	11	5
311	5	2
312	13	4
312	0	1
312	9	4
312	7	4
312	19	4
313	2	2
313	9	4
313	20	2
313	7	1
313	10	4
314	8	5
314	15	4
314	9	1
314	16	5
314	3	3
315	0	4
315	5	4
315	4	2
315	19	2
315	13	2
316	5	5
316	10	2
316	15	2
316	8	1
316	18	5
317	19	5
317	11	5
317	17	1
317	0	2
317	4	2
318	5	2
318	20	1
318	16	1
318	1	4
318	14	3
319	3	2
319	5	4
319	2	4
319	15	1
319	12	1
320	9	4
320	1	5
320	5	5
320	11	2
320	10	3
321	11	1
321	2	5
321	10	4
321	17	3
321	3	1
322	11	5
322	5	1
322	3	3
322	13	4
322	18	5
323	19	5
323	8	3
323	12	1
323	14	1
323	0	4
324	2	1
324	7	2
324	18	2
324	13	5
324	1	5
325	18	3
325	10	2
325	3	2
325	13	2
325	4	5
326	6	1
326	13	5
326	20	3
326	1	5
326	9	2
327	3	3
327	15	4
327	0	2
327	19	5
327	1	2
328	14	5
328	3	3
328	19	5
328	6	3
328	1	4
329	14	2
329	3	3
329	1	4
329	20	4
329	12	2
330	19	5
330	5	5
330	8	5
330	6	2
330	10	1
331	5	4
331	19	4
331	12	1
331	4	5
331	18	4
332	0	4
332	20	5
332	13	3
332	11	4
332	5	2
333	20	2
333	17	5
333	1	1
333	19	2
333	16	1
334	6	5
334	13	4
334	20	4
334	10	5
334	8	4
335	16	3
335	9	5
335	10	2
335	1	4
335	8	1
336	0	3
336	18	4
336	4	3
336	15	4
336	16	4
337	1	2
337	20	2
337	5	4
337	18	3
337	9	2
338	11	5
338	1	5
338	6	1
338	0	5
338	5	1
339	8	4
339	10	2
339	12	4
339	17	1
339	20	4
340	12	4
340	4	3
340	13	4
340	3	5
340	7	3
341	10	2
341	18	1
341	8	4
341	13	2
341	20	5
342	16	3
342	10	5
342	12	1
342	13	5
342	15	1
343	17	4
343	7	2
343	5	3
343	4	4
343	15	5
344	13	5
344	6	4
344	8	5
344	17	1
344	15	4
345	9	1
345	12	2
345	0	1
345	13	1
345	1	5
346	18	5
346	16	2
346	8	5
346	12	2
346	17	3
347	20	5
347	9	2
347	10	3
347	17	1
347	8	4
348	19	2
348	17	5
348	9	3
348	20	2
348	1	5
349	6	3
349	18	1
349	4	3
349	12	1
349	13	2
350	15	3
350	10	2
350	6	5
350	11	3
350	7	3
351	10	2
351	3	4
351	14	2
351	18	2
351	11	4
352	13	3
352	15	2
352	5	5
352	19	3
352	8	5
353	16	4
353	3	2
353	14	4
353	7	3
353	11	1
354	7	4
354	16	5
354	5	3
354	1	5
354	15	5
355	6	4
355	18	1
355	0	2
355	7	4
355	8	3
356	17	3
356	11	5
356	13	4
356	19	5
356	9	4
357	1	2
357	9	3
357	0	5
357	12	2
357	16	5
358	1	4
358	6	5
358	3	4
358	11	3
358	15	1
359	18	4
359	7	2
359	12	2
359	3	3
359	5	4
360	19	5
360	17	5
360	7	5
360	11	3
360	15	1
361	14	5
361	12	1
361	16	3
361	11	1
361	18	4
362	15	2
362	9	3
362	12	2
362	16	3
362	17	4
363	4	4
363	19	3
363	7	4
363	3	5
363	1	1
364	1	3
364	4	1
364	16	5
364	10	1
364	12	1
365	16	3
365	2	4
365	6	1
365	20	4
365	17	1
366	12	1
366	15	2
366	8	4
366	20	3
366	1	5
367	9	1
367	5	2
367	14	3
367	15	4
367	16	4
368	5	4
368	4	1
368	9	4
368	8	1
368	14	1
369	15	5
369	1	2
369	19	1
369	2	2
369	20	5
370	14	5
370	13	5
370	0	5
370	1	2
370	19	2
371	16	1
371	9	4
371	4	5
371	8	2
371	3	2
372	19	1
372	1	4
372	17	5
372	16	1
372	5	2
373	0	1
373	4	1
373	5	1
373	11	4
373	15	5
374	2	1
374	11	1
374	15	5
374	9	3
374	14	4
375	19	3
375	18	2
375	1	3
375	0	1
375	17	5
376	4	2
376	18	5
376	5	3
376	7	1
376	17	3
377	3	3
377	10	4
377	17	2
377	0	3
377	15	1
378	7	2
378	4	3
378	19	2
378	8	2
378	11	3
379	15	5
379	19	1
379	17	1
379	3	1
379	10	1
380	3	2
380	18	1
380	16	1
380	1	2
380	9	3
381	0	3
381	3	1
381	7	3
381	15	5
381	12	1
382	17	1
382	15	1
382	2	4
382	3	1
382	19	3
383	20	5
383	15	1
383	11	4
383	13	3
383	19	1
384	4	2
384	14	4
384	7	3
384	13	4
384	1	4
385	7	5
385	18	5
385	6	4
385	13	2
385	1	5
386	13	1
386	5	3
386	16	3
386	1	5
386	0	5
387	11	3
387	18	4
387	19	3
387	8	5
387	14	5
388	20	4
388	16	3
388	19	2
388	7	1
388	4	5
389	16	4
389	15	3
389	11	1
389	7	1
389	2	4
390	18	3
390	17	1
390	12	3
390	7	5
390	19	5
391	5	2
391	19	5
391	2	3
391	3	4
391	15	5
392	9	1
392	6	3
392	11	1
392	7	2
392	8	4
393	6	2
393	7	1
393	12	5
393	18	4
393	16	4
394	8	3
394	6	3
394	1	5
394	2	4
394	14	3
395	15	4
395	6	2
395	4	4
395	10	1
395	20	2
396	10	1
396	11	1
396	16	5
396	1	2
396	3	2
397	9	3
397	16	5
397	2	3
397	11	3
397	7	1
398	11	4
398	9	5
398	8	2
398	13	4
398	16	1
399	0	5
399	4	4
399	1	3
399	16	1
399	9	4
400	17	5
400	7	1
400	5	3
400	0	4
400	4	1
401	9	5
401	4	3
401	20	1
401	3	3
401	14	3
402	1	4
402	18	3
402	0	1
402	11	3
402	3	2
403	19	4
403	15	4
403	20	3
403	13	1
403	4	4
404	7	2
404	14	4
404	0	2
404	9	4
404	1	3
405	18	2
405	2	5
405	19	3
405	9	5
405	7	2
406	11	2
406	18	5
406	4	4
406	12	1
406	13	1
407	14	3
407	13	3
407	11	5
407	15	1
407	1	1
408	8	1
408	6	3
408	19	2
408	13	5
408	17	2
409	19	5
409	18	4
409	2	1
409	7	5
409	3	5
410	11	1
410	12	5
410	1	2
410	3	2
410	10	4
411	9	3
411	11	5
411	12	1
411	0	2
411	20	2
412	7	4
412	4	4
412	18	2
412	16	3
412	15	1
413	12	3
413	11	4
413	9	3
413	0	2
413	1	3
414	18	2
414	17	5
414	4	2
414	10	2
414	3	1
415	8	3
415	17	4
415	7	5
415	15	5
415	10	4
416	20	4
416	4	2
416	9	5
416	19	5
416	15	3
417	15	1
417	14	1
417	11	3
417	10	1
417	17	2
418	12	4
418	7	5
418	20	4
418	19	1
418	8	1
419	6	2
419	20	5
419	13	5
419	11	3
419	5	5
420	18	3
420	3	4
420	12	2
420	0	3
420	20	4
421	19	1
421	0	5
421	13	2
421	12	4
421	14	1
422	1	4
422	19	2
422	17	1
422	20	4
422	7	4
423	18	4
423	9	1
423	17	5
423	1	4
423	14	5
424	2	1
424	9	5
424	13	3
424	19	5
424	12	2
425	0	4
425	14	1
425	19	4
425	20	1
425	18	3
426	9	4
426	18	3
426	14	3
426	10	3
426	4	2
427	19	2
427	3	3
427	14	3
427	7	5
427	5	2
428	11	1
428	20	3
428	0	3
428	19	4
428	4	3
429	4	3
429	9	5
429	18	1
429	3	3
429	2	5
430	1	1
430	20	4
430	16	3
430	17	5
430	18	5
431	12	3
431	9	1
431	6	3
431	10	2
431	4	4
432	2	2
432	9	5
432	1	4
432	13	4
432	7	5
433	7	5
433	4	1
433	19	2
433	3	4
433	8	4
434	18	1
434	13	4
434	0	2
434	20	3
434	15	5
435	7	3
435	19	1
435	8	4
435	12	1
435	17	3
436	5	3
436	11	1
436	3	3
436	19	4
436	18	4
437	11	1
437	19	5
437	16	3
437	17	1
437	13	4
438	8	4
438	1	3
438	5	3
438	18	3
438	7	2
439	12	4
439	19	3
439	20	5
439	13	3
439	8	4
440	1	5
440	18	4
440	7	2
440	3	1
440	11	2
441	15	1
441	10	5
441	8	2
441	7	3
441	6	1
442	16	4
442	2	3
442	15	3
442	19	3
442	12	1
443	7	5
443	15	4
443	11	5
443	3	1
443	0	1
444	10	3
444	0	4
444	19	2
444	13	4
444	6	2
445	14	1
445	10	5
445	8	1
445	18	5
445	15	1
446	7	3
446	9	2
446	11	4
446	19	3
446	6	5
447	1	5
447	2	1
447	9	1
447	13	4
447	17	3
448	9	1
448	15	4
448	4	5
448	20	1
448	1	1
449	3	5
449	4	5
449	8	4
449	0	3
449	19	3
450	0	4
450	2	5
450	18	2
450	3	5
450	11	3
451	19	4
451	11	2
451	15	1
451	0	2
451	8	4
452	17	3
452	5	5
452	3	2
452	19	3
452	16	1
453	12	4
453	17	1
453	19	5
453	15	1
453	20	1
454	0	1
454	7	1
454	2	5
454	18	3
454	14	1
455	14	1
455	10	2
455	20	1
455	17	2
455	6	2
456	10	5
456	0	3
456	7	3
456	3	2
456	12	4
457	13	2
457	5	3
457	11	3
457	6	2
457	18	3
458	13	2
458	0	3
458	6	2
458	5	4
458	2	3
459	10	2
459	16	4
459	9	2
459	20	5
459	19	2
460	2	2
460	18	5
460	11	3
460	9	4
460	15	5
461	10	1
461	15	1
461	3	5
461	14	2
461	17	2
462	19	1
462	2	3
462	10	5
462	17	2
462	15	4
463	0	3
463	13	1
463	3	2
463	7	1
463	12	2
464	19	2
464	4	2
464	9	4
464	6	2
464	18	4
465	5	2
465	20	3
465	13	4
465	4	3
465	3	4
466	12	2
466	7	2
466	10	2
466	20	5
466	0	4
467	19	4
467	5	4
467	3	3
